S.No,Country/Region,ISO3,Exports_1,Imports_1,Total Trade_1,Trd.Bal_1,Exports_2,Imports_2,Total Trade_2,Trd.Bal_2,Export_Share_of_TotalTrade_%,Import_Share_of_TotalTrade_%,TradeBalance_Ratio_%,Exports_Growth_Computed_%,Imports_Growth_Computed_%,TotalTrade_Growth_%,Total_Trade_Calculated_Y1,Total_Trade_Difference_Y1,Total_Trade_Validation_Y1,Trade_Balance_Calculated_Y1,Trade_Balance_Difference_Y1,Trade_Balance_Validation_Y1,Total_Trade_Calculated_Y0,Total_Trade_Difference_Y0,Total_Trade_Validation_Y0,Trade_Balance_Calculated_Y0,Trade_Balance_Difference_Y0,Trade_Balance_Validation_Y0,Continent,Regional_Grouping,Income_Group_WB,GDP_USD_million_External,GDP_Growth_%_Derived,GDP_per_Capita_USD_Derived,Population_million_External,FTA_with_India,Distance_from_India_km_approx,Import_to_Export_Ratio,Trade_Balance_Category,Import_Dependency,Export_Dependency,Export_Growth_Category,Imports_Growth_Category,TotalTrade_Growth_Category,Trade_Pressure_Score_0_100,Trade_Pressure_Category,Export_Opportunity_Score_0_100_Sim,Market_Risk_Score_0_100_Sim,Investment_Priority_Score_0_100_Sim,Target_Market_Priority_Score_0_100_Sim,Expected_Revenue_USD_million_Sim,Expected_Cost_USD_million_Sim,Expected_Profit_USD_million_Sim,Profit_Margin_%_Sim,Investment_Required_USD_million_Sim,Expected_ROI_%_Sim,Recommended_Action_Sim,GDP_Source,GDP_Source_Year,Population_Source,Population_Source_Year,Classification_Source,Classification_Source_Year,Distance_Source,Year_Status_Note,Import_to_Export_Ratio_Status,Predictive_Next_Year_Exports,Predictive_Next_Year_Imports,Predictive_Next_Year_Total_Trade,Predictive_Next_Year_Trade_Balance,Predictive_Export_Lag_1,Predictive_Import_Lag_1,Predictive_Trade_Lag_1,Predictive_TradeBalance_Lag_1
174,SINGAPORE,SGP,90789.86,148333.28,239123.15,-57543.42,95317.87,149978.96,245296.83,-54661.09,37.967825365298175,62.032170452756255,-24.064345087458072,4.98735211178869,1.1094475899137357,2.581799378270148,239123.14,0.01,Valid,-57543.42,0.0,Valid,245296.83,0.0,Valid,-54661.09,0.0,Valid,Asia,East Asia and Pacific,High income,501427.5,0.59,83060.98,6.037,Yes - In force,3575.0,1.6338,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Moderate Growth,Moderate Growth,Moderate Growth,38.9,Low Trade Pressure,72.3,38.9,66.7,70.0,4539.49,3086.85,1452.64,32.0,3631.59,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,90789.86,148333.28,239123.15,-57543.42,95317.87,149978.96,245296.83,-54661.09
175,SINT MAARTEN (DUTCH PART),SXM,2.9,0.01,2.91,2.89,,,0.0,0.0,99.65635738831614,0.3436426116838488,99.3127147766323,,,-100.0,2.91,0.0,Valid,2.89,0.0,Valid,,,Missing,,,Missing,Americas,Latin America and the Caribbean,High income,1623.17,5.6,37443.27,0.043,No,13942.0,0.0034,Trade Surplus,Low Import Dependency,High Export Dependency,Missing,Missing,Negative Growth,26.5,Low Trade Pressure,32.2,26.5,52.8,47.5,0.14,0.1,0.04,28.57,0.11,36.36,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,2.9,0.01,2.91,2.89,,,0.0,0.0
176,SLOVAK REP,SVK,1261.16,440.55,1701.7,820.61,2599.37,507.08,3106.46,2092.29,74.11177058235882,25.888817065287657,48.22295351707117,106.1094547876558,15.10157757348768,82.5503907856849,1701.71,-0.01,Valid,820.6100000000001,-0.0,Valid,3106.45,0.01,Valid,2092.29,0.0,Valid,Europe,Europe and Central Asia,High income,132793.62,14.89,24491.32,5.422,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",5985.0,0.3493,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,21.4,Low Trade Pressure,79.2,21.4,78.9,71.0,63.06,42.87,20.19,32.02,50.45,40.02,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,1261.16,440.55,1701.7,820.61,2599.37,507.08,3106.46,2092.29
177,SLOVENIA,SVN,3891.64,2144.55,6036.19,1747.08,3920.57,1826.61,5747.18,2093.96,64.47179429408287,35.528205705917145,28.94342292074968,0.7433883915264591,-14.82548786458699,-4.787953990845208,6036.1900000000005,-0.0,Valid,1747.0899999999997,-0.01,Valid,5747.18,0.0,Valid,2093.96,0.0,Valid,Europe,Europe and Central Asia,High income,68216.78,13.57,32065.8,2.127,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",6294.0,0.5511,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Moderate Growth,Negative Growth,Negative Growth,24.7,Low Trade Pressure,55.3,24.7,65.3,58.8,194.58,132.31,62.27,32.0,155.66,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,3891.64,2144.55,6036.19,1747.08,3920.57,1826.61,5747.18,2093.96
178,SOLOMON IS,SLB,22.67,50.82,73.48,-28.15,18.31,90.17,108.48,-71.86,30.851932498639083,69.16167664670658,-38.3097441480675,-19.232465813850915,77.4301456119638,47.63200870985302,73.49000000000001,-0.01,Valid,-28.15,0.0,Valid,108.48,0.0,Valid,-71.86,0.0,Valid,Oceania,East Asia and Pacific,Lower-middle income,1631.29,4.15,1991.32,0.819,No,9485.0,2.2417,Trade Deficit,High Import Dependency,Low Export Dependency,Negative Growth,High Growth,High Growth,28.5,Low Trade Pressure,24.0,28.5,47.8,43.0,1.13,0.77,0.36,31.86,0.9,40.0,Reduce Import Dependency,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,22.67,50.82,73.48,-28.15,18.31,90.17,108.48,-71.86
179,SOMALIA,SOM,5087.76,207.5,5295.26,4880.25,5151.18,253.31,5404.49,4897.87,96.08140110211777,3.918598897882257,92.16261335609582,1.2465210623142615,22.077108433734946,2.062788229473143,5295.26,0.0,Valid,4880.26,-0.01,Valid,5404.490000000001,-0.0,Valid,4897.87,0.0,Valid,Africa,Sub-Saharan Africa,Low income,11679.8,12.1,614.43,19.009,No,3200.0,0.0408,Trade Surplus,Low Import Dependency,High Export Dependency,Moderate Growth,High Growth,Moderate Growth,24.9,Low Trade Pressure,57.3,24.9,66.2,59.6,254.39,172.98,81.41,32.0,203.51,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,5087.76,207.5,5295.26,4880.25,5151.18,253.31,5404.49,4897.87
180,SOUTH AFRICA,ZAF,56375.41,66845.46,123220.87,-10470.05,54234.93,80350.76,134585.7,-26115.83,45.75151108736694,54.24848891263308,-8.496977825266125,-3.796832697092585,20.203765521248545,9.223137281858191,123220.87,-0.0,Valid,-10470.050000000005,0.0,Valid,134585.69,0.01,Valid,-26115.829999999994,-0.0,Valid,Africa,Sub-Saharan Africa,Upper-middle income,377781.6,-6.78,5902.17,64.007,No,7873.0,1.1857,Trade Deficit,Moderate Import Dependency,Low Export Dependency,Negative Growth,High Growth,Moderate Growth,28.7,Low Trade Pressure,65.7,28.7,68.5,61.6,2818.77,1916.76,902.01,32.0,2255.02,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,56375.41,66845.46,123220.87,-10470.05,54234.93,80350.76,134585.7,-26115.83
181,SOUTH SUDAN,SSD,287.14,1.33,288.47,285.82,156.02,1.16,157.19,154.86,99.53894685755884,0.461053142441155,99.08136028009844,-45.66413596155185,-12.781954887218056,-45.50906506742469,288.47,0.0,Valid,285.81,0.01,Valid,157.18,0.01,Valid,154.86,0.0,Valid,Africa,Sub-Saharan Africa,Low income,,,,11.943,No,5263.0,0.0046,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,27.0,Low Trade Pressure,14.0,27.0,43.5,39.2,14.36,9.76,4.6,32.03,11.49,40.03,Maintain Current Trade,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,287.14,1.33,288.47,285.82,156.02,1.16,157.19,154.86
182,SPAIN,ESP,31514.43,17744.24,49258.67,13770.19,32831.71,15244.26,48075.97,17587.44,63.97742772998134,36.022572270018664,27.954855459962687,4.179926465431864,-14.088966334990968,-2.400998646532676,49258.67,0.0,Valid,13770.19,0.0,Valid,48075.97,0.0,Valid,17587.449999999997,-0.01,Valid,Europe,Europe and Central Asia,High income,1580694.71,11.49,32358.9,48.849,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",7848.0,0.5631,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Moderate Growth,Negative Growth,Negative Growth,21.8,Low Trade Pressure,67.7,21.8,73.0,65.7,1575.72,1071.49,504.23,32.0,1260.58,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,31514.43,17744.24,49258.67,13770.19,32831.71,15244.26,48075.97,17587.44
183,SRI LANKA DSR,LKA,24509.57,10151.8,34661.37,14357.78,32301.92,8773.54,41075.46,23528.37,70.7114865915571,29.288513408442885,41.423002033676106,31.79309143326463,-13.57650859946018,18.505010044323107,34661.369999999995,0.0,Valid,14357.77,0.01,Valid,41075.46,0.0,Valid,23528.38,-0.01,Valid,Asia,South Asia,Upper-middle income,84356.86,13.77,3849.1,21.916,Partial/Preferential (SAFTA/SAPTA/MERCOSUR PTA/APTA),1509.0,0.4142,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,Negative Growth,High Growth,20.5,Low Trade Pressure,83.0,20.5,81.2,73.1,1225.48,833.32,392.16,32.0,980.38,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,24509.57,10151.8,34661.37,14357.78,32301.92,8773.54,41075.46,23528.37
184,ST HELENA,SHN,0.0,0.44,0.44,-0.43,1.07,0.14,1.2,0.93,0.0,100.0,-97.72727272727272,,-68.18181818181817,172.72727272727272,0.44,0.0,Valid,-0.44,0.01,Valid,1.21,-0.01,Valid,0.93,0.0,Valid,Africa,,,,,,,No,9877.0,,Trade Deficit,High Import Dependency,Low Export Dependency,Missing,Negative Growth,High Growth,42.2,Moderate Trade Pressure,30.2,42.2,44.0,39.6,0.0,0.0,0.0,,0.0,,Reduce Import Dependency,,,,,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Undefined_ZeroExports,0.0,0.44,0.44,-0.43,1.07,0.14,1.2,0.93
185,ST KITT N A,KNA,31.44,0.54,31.98,30.9,,,0.0,0.0,98.31144465290808,1.6885553470919326,96.62288930581612,,,-100.0,31.98,0.0,Valid,30.9,-0.0,Valid,,,Missing,,,Missing,Americas,Latin America and the Caribbean,High income,1077.03,9.74,22992.4,0.047,No,13971.0,0.0172,Trade Surplus,Low Import Dependency,High Export Dependency,Missing,Missing,Negative Growth,26.5,Low Trade Pressure,35.9,26.5,54.7,49.2,1.57,1.06,0.51,32.48,1.26,40.48,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,31.44,0.54,31.98,30.9,,,0.0,0.0
186,ST LUCIA,LCA,50.55,8.25,58.81,42.3,74.36,9.87,84.23,64.49,85.95476959700731,14.028226492093182,71.92654310491412,47.10187932739862,19.636363636363622,43.22394150654651,58.8,0.01,Valid,42.3,0.0,Valid,84.23,0.0,Valid,64.49,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,2519.93,7.52,14019.53,0.18,No,14072.0,0.1632,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,24.1,Low Trade Pressure,65.8,24.1,70.8,63.7,2.53,1.72,0.81,32.02,2.02,40.1,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,50.55,8.25,58.81,42.3,74.36,9.87,84.23,64.49
187,ST VINCENT,VCT,13.83,0.8,14.64,13.03,24.58,1.24,25.83,23.34,94.4672131147541,5.46448087431694,89.00273224043715,77.72957339117859,54.99999999999999,76.43442622950818,14.63,0.01,Valid,13.03,0.0,Valid,25.82,0.01,Valid,23.34,0.0,Valid,Americas,Latin America and the Caribbean,Upper-middle income,1065.96,10.29,10594.37,0.101,No,14135.0,0.0578,Trade Surplus,Low Import Dependency,High Export Dependency,High Growth,High Growth,High Growth,23.7,Low Trade Pressure,64.4,23.7,70.4,63.4,0.69,0.47,0.22,31.88,0.55,40.0,Diversify Product,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,13.83,0.8,14.64,13.03,24.58,1.24,25.83,23.34
188,STATE OF PALEST,PSE,5.23,0.53,5.76,4.71,0.18,0.35,0.54,-0.17,90.79861111111111,9.20138888888889,81.77083333333334,-96.5583173996176,-33.962264150943405,-90.625,5.760000000000001,-0.0,Valid,4.7,0.01,Valid,0.53,0.01,Valid,-0.1699999999999999,-0.0,Valid,Asia,"Middle East, North Africa, Afghanistan and Pakistan",Lower-middle income,17396.3,-9.23,3289.05,5.289,No,4354.0,0.1013,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,Negative Growth,Negative Growth,28.1,Low Trade Pressure,3.1,28.1,37.5,33.8,0.26,0.18,0.08,30.77,0.21,38.1,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,5.23,0.53,5.76,4.71,0.18,0.35,0.54,-0.17
189,SUDAN,SDN,5784.04,2540.65,8324.69,3243.39,4041.97,3238.34,7280.32,803.63,69.48054522150375,30.519454778496257,38.961090443007485,-30.11856764476041,27.46108279377325,-12.54545214296269,8324.69,0.0,Valid,3243.39,0.0,Valid,7280.309999999999,0.01,Valid,803.6299999999997,0.0,Valid,Africa,Sub-Saharan Africa,Low income,109327.02,111.6,2167.08,50.449,No,5000.0,0.4393,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,High Growth,Negative Growth,26.7,Low Trade Pressure,39.8,26.7,56.6,50.9,289.2,196.66,92.54,32.0,231.36,40.0,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,5784.04,2540.65,8324.69,3243.39,4041.97,3238.34,7280.32,803.63
190,SURINAME,SUR,200.77,143.93,344.7,56.83,189.45,245.97,435.42,-56.51,58.244850594720056,41.75514940527996,16.486800116042936,-5.6382925735916825,70.89557423747654,26.31853785900784,344.70000000000005,-0.0,Valid,56.84,-0.01,Valid,435.42,0.0,Valid,-56.52000000000001,0.01,Valid,Americas,Latin America and the Caribbean,Upper-middle income,3782.44,4.46,5961.94,0.634,No,14231.0,0.7169,Trade Surplus,Low Import Dependency,Moderate Export Dependency,Negative Growth,High Growth,High Growth,27.6,Low Trade Pressure,36.9,27.6,54.6,49.1,10.04,6.82,3.22,32.07,8.03,40.1,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,200.77,143.93,344.7,56.83,189.45,245.97,435.42,-56.51
191,SWAZILAND,SWZ,198.27,100.57,298.84,97.7,144.62,112.63,257.25,31.99,66.34653995449071,33.653460045509306,32.6930799089814,-27.059060876582443,11.991647608630808,-13.917146299022882,298.84000000000003,-0.0,Valid,97.70000000000002,-0.0,Valid,257.25,0.0,Valid,31.99000000000001,-0.0,Valid,Africa,Sub-Saharan Africa,Lower-middle income,4597.86,-4.03,3699.53,1.243,No,7127.0,0.5072,Trade Surplus,Low Import Dependency,High Export Dependency,Negative Growth,High Growth,Negative Growth,27.0,Low Trade Pressure,23.9,27.0,48.4,43.6,9.91,6.74,3.17,31.99,7.93,39.97,Maintain Current Trade,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,198.27,100.57,298.84,97.7,144.62,112.63,257.25,31.99
192,SWEDEN,SWE,6696.86,11811.58,18508.44,-5114.71,8710.54,14838.97,23549.51,-6128.44,36.18273609229087,63.81726390770913,-27.634473786013302,30.06901742010437,25.630694623411937,27.23660124786313,18508.44,0.0,Valid,-5114.72,0.01,Valid,23549.51,-0.0,Valid,-6128.429999999999,-0.01,Valid,Europe,Europe and Central Asia,High income,593267.7,0.48,56129.05,10.57,"Concluded (EU-India FTA, Jan 2026) - Not yet in force",6605.0,1.7637,Trade Deficit,Moderate Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,26.3,Low Trade Pressure,76.8,26.3,75.2,67.7,334.84,227.69,107.15,32.0,267.87,40.0,Increase Exports,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,6696.86,11811.58,18508.44,-5114.71,8710.54,14838.97,23549.51,-6128.44
193,SWITZERLAND,CHE,9249.13,134550.0,143799.13,-125300.87,10835.77,174091.04,184926.81,-163255.27,6.431979108635774,93.56802089136424,-87.13604178272844,17.15447831309541,29.38761798587886,28.60078499779518,143799.13,0.0,Valid,-125300.87,0.0,Valid,184926.81,0.0,Valid,-163255.27000000002,0.0,Valid,Europe,Europe and Central Asia,High income,884940.4,8.13,98265.76,9.006,Yes - In force,6819.0,14.5473,Trade Deficit,High Import Dependency,Low Export Dependency,High Growth,High Growth,High Growth,55.3,Moderate Trade Pressure,71.6,55.3,58.2,62.4,462.46,314.47,147.99,32.0,369.97,40.0,Diversify Export Market,World Bank (NY.GDP.MKTP.CD) via datasets/gdp mirror,2023.0,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,9249.13,134550.0,143799.13,-125300.87,10835.77,174091.04,184926.81,-163255.27
194,SYRIA,SYR,412.7,136.29,548.99,276.4,442.08,110.25,552.32,331.83,75.17441119146068,24.825588808539315,50.3470008561176,7.118972619336078,-19.106317411402152,0.606568425654391,548.99,0.0,Valid,276.41,-0.01,Valid,552.3299999999999,-0.01,Valid,331.83,0.0,Valid,Asia,"Middle East, North Africa, Afghanistan and Pakistan",Low income,,,,24.673,No,4159.0,0.3302,Trade Surplus,Low Import Dependency,High Export Dependency,Moderate Growth,Negative Growth,Moderate Growth,24.7,Low Trade Pressure,47.2,24.7,61.2,55.1,20.64,14.04,6.6,31.98,16.51,39.98,Diversify Product,,,World Bank (SP.POP.TOTL) via datasets/population mirror,2024.0,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,412.7,136.29,548.99,276.4,442.08,110.25,552.32,331.83
195,TAIWAN,TWN,12878.03,54540.3,67418.33,-41662.27,12201.69,73997.35,86199.05,-61795.66,19.10167457425896,80.89832542574105,-61.79665085148207,-5.251890234764169,35.6746295858292,27.856993787891216,67418.33,0.0,Valid,-41662.27,0.0,Valid,86199.04000000001,0.01,Valid,-61795.66,0.0,Valid,Asia,East Asia and Pacific,,,,,,No,4544.0,4.2351,Trade Deficit,High Import Dependency,Low Export Dependency,Negative Growth,High Growth,High Growth,36.7,Low Trade Pressure,58.9,36.7,61.1,55.0,643.9,437.86,206.04,32.0,515.12,40.0,Diversify Product,,,,,"World Bank Data Help Desk - Country and Lending Groups (FY2027, based on 2025 GNI); Continent field from mledoze/countries reference dataset",2026,"Derived: haversine great-circle distance between country centroid coordinates (mledoze/countries reference dataset) and India centroid. Approximate straight-line distance, NOT actual trade/shipping route distance.",Exact calendar year not recoverable from source file; periods kept as relative labels Y1 (current) and Y0 (previous),Valid,12878.03,54540.3,67418.33,-41662.27,12201.69,73997.35,86199.05,-61795.66
